time;no calibration;calibration with FGL;calibration without FGL;simple feedback calibration;
16.95;-1.1671515415368;-1.59649971417404;-3.00096971030786;-24.9053791834448;
17;-1.16005946392574;-1.58940903828287;-2.99387962394426;-24.8993966553054;
17.05;-1.16133347368569;-1.59067550795957;-2.99514752071844;-24.9017644571201;
17.1;-1.13964585177221;-1.56899070570049;-2.97346218402193;-24.8811406046259;
17.15;-1.14902095636437;-1.57836159672306;-2.98283265417172;-24.8915731751581;
17.2;-1.15871096528251;-1.58810602645422;-2.99256739759714;-24.9023985294244;
17.25;-1.16760378074057;-1.59701912230935;-3.0014801972241;-24.9124167282138;
17.3;-1.18696454562671;-1.61637135035973;-3.0208329597768;-24.9329073022117;
17.35;-1.19994448322929;-1.62935536999982;-3.03381606461161;-24.9470564764982;
17.4;-1.21423184613374;-1.64364743906142;-3.04810195217821;-24.9625347898249;
17.45;-1.22589958274206;-1.65530873856838;-3.05976067082807;-24.9754104396334;
17.5;-1.24481877696843;-1.67422851778552;-3.07867652191235;-24.995575631169;
17.55;-1.25087083100709;-1.68027443138801;-3.0847199540533;-25.0028778269909;
17.6;-1.26951170192379;-1.69891961295642;-3.1033650103675;-25.0228000190511;
17.65;-1.27178983617805;-1.70119257747054;-3.10563658649643;-25.0263543817319;
17.7;-1.28942347866585;-1.71883126965392;-3.12327317533889;-25.0452976261517;
17.75;-1.28678735265015;-1.71619709601712;-3.1206316110798;-25.0439563505078;
17.8;-1.30352026878857;-1.73293424077185;-3.13736913993439;-25.0620082113311;
17.85;-1.29418876504476;-1.72359643879199;-3.1280308110929;-25.0539666554589;
17.9;-1.31070559736199;-1.74011877719861;-3.14455044783124;-25.0717926039243;
17.95;-1.26620213688;-1.69560796941709;-3.10004366660818;-25.0285102339413;
18;-1.30799085985691;-1.73733994139709;-3.14177624443795;-25.071507016394;
18.05;-1.31024972033998;-1.73965187207645;-3.14408951553674;-25.0751051925422;
18.1;-1.3237390845329;-1.75307616044585;-3.15751637701802;-25.0898279535608;
18.15;-1.30757979869808;-1.73697819344968;-3.1414149091527;-25.0749961258334;
18.2;-1.32005945947995;-1.74942837760641;-3.15386337122039;-25.0887153601378;
18.25;-1.28375302365903;-1.7131384561388;-3.11757393925877;-25.0536332622362;
18.3;-1.32708309922004;-1.75647298180098;-3.1609064351709;-25.0982195878002;
18.35;-1.24145543527565;-1.67083831477517;-3.07527524106211;-25.0137132795762;
18.4;-1.31342471615041;-1.74281183893586;-3.14724927379481;-25.0868798283694;
18.45;-1.37961341620284;-1.80906778137856;-3.21350812273031;-25.1544781261477;
18.5;-1.2639012271711;-1.69327029180307;-3.09771501436802;-25.0398575301989;
18.55;-1.28881766441645;-1.71829013775985;-3.12273626248913;-25.0660165991385;
18.6;-1.2369341274571;-1.66634972979902;-3.07079367198914;-25.0151438017113;
18.65;-1.14732349532758;-1.57680502467741;-2.98124754868842;-24.9264963822859;
18.7;-1.19862520132393;-1.62806287367498;-3.03250777957408;-24.9786998389618;
18.75;-1.19127667172153;-1.6206100169367;-3.02505214230467;-24.9722061108112;
18.8;-1.20638716335758;-1.63572185823345;-3.04016599330639;-24.988307201761;
18.85;-1.21264786597001;-1.64199116202393;-3.04643437323261;-24.9955803263653;
18.9;-1.22525399614073;-1.65460984693101;-3.05905169741819;-25.0092183601536;
18.95;-1.2558746040084;-1.68520697549441;-3.0896451935192;-25.040896824033;
19;-1.24077989694438;-1.67012458374173;-3.07455933265884;-25.0268874962718;
19.05;-1.2768064859446;-1.70614884270194;-3.11057831193863;-25.064037900353;
19.1;-1.26028784274161;-1.68963044802597;-3.09405929535929;-25.048637316239;
19.15;-1.26844752523885;-1.69778909749426;-3.10221807092787;-25.0579110413537;
19.2;-1.27579352571831;-1.70513777830496;-3.10956892553366;-25.0663905114903;
19.25;-1.2525284790641;-1.68187646363015;-3.08630683747288;-25.0442214065704;
19.3;-1.26244514950678;-1.69182219707493;-3.09624714544331;-25.0552564827547;
19.35;-1.2436442137614;-1.67300634503494;-3.07743137277216;-25.0375069127613;
19.4;-1.264646064074;-1.69402734067518;-3.09845035459845;-25.0596170868789;
19.45;-1.26205032735224;-1.69143610861592;-3.09585741497729;-25.0581220103467;
19.5;-1.25086799441286;-1.68023068491331;-3.08465154044464;-25.0479874656726;
19.55;-1.26006098583206;-1.68941802118487;-3.09384331096575;-25.0582592311798;
19.6;-1.25348434553822;-1.68284295747437;-3.08726712915247;-25.0527607113963;
19.65;-1.25504476052031;-1.68439368228469;-3.08881750135769;-25.0553843689412;
19.7;-1.24803956837874;-1.67739575415196;-3.08181926040932;-25.0494462751267;
19.75;-1.25375030390912;-1.68314083813651;-3.08756757676431;-25.056260255113;
19.8;-1.27015852583427;-1.6995548537643;-3.1039863599909;-25.0737691037638;
19.85;-1.28359886925521;-1.71299891168594;-3.11743021610762;-25.0883387957808;
19.9;-1.29804623403435;-1.72744837472535;-3.13188221597892;-25.1039447866889;
19.95;-1.29368592764181;-1.7230811160253;-3.1275167305864;-25.1007228676932;
20;-1.31971247417745;-1.74912485766094;-3.15355819988425;-25.1279480230321;
20.05;-1.33245209697053;-1.76186792480085;-3.16629850247927;-25.1419006662573;
20.1;-1.33844358860413;-1.76786377305917;-3.17229019179834;-25.149113620336;
20.15;-1.35047956588587;-1.77990188514397;-3.18432698979932;-25.1623887961058;
20.2;-1.36544559058249;-1.79485032005421;-3.19927511203528;-25.1785996254954;
20.25;-1.38214665053468;-1.81201100740583;-3.21643997041868;-23.6258062053724;
20.3;-1.38648933417152;-1.69066949067691;-3.29932383894951;-22.08068895254;
20.35;-1.39938335897083;-1.49164499078364;-3.64563495757058;-21.062459457407;
20.4;-1.41780718514911;-1.39232197637717;-4.11411720923986;-20.3934625236617;
20.45;-1.41063128873599;-1.32906717592693;-4.06041066661703;-19.9463485868957;
20.5;-1.40254114273562;-1.29048793322074;-3.30923928677791;-19.6888233801626;
20.55;-1.38749936882941;-1.24917499829252;-2.53371178111506;-19.5589733055413;
20.6;-1.41144915234452;-1.25532029451432;-1.91907408861085;-19.5886586573534;
20.65;-1.38478384075853;-1.20983297416382;-1.36825479156483;-19.6499869112538;
20.7;-1.41062327535381;-1.21927962319641;-0.975000268441274;-19.8328032493251;
20.75;-1.39857741846946;-1.19228981640085;-0.635635547509006;-20.0308728216219;
20.8;-1.4079597105803;-1.18484204369007;-0.395945898908208;-20.2839338331947;
20.85;-1.4269013534987;-1.1903466260688;-0.239092782613501;-20.5781354636536;
20.9;-1.42846989717487;-1.17289785523579;-0.119847982040453;-20.8577611458158;
20.95;-1.48635853618006;-1.22802011761247;-0.125146821705243;-21.2345983744053;
21;-1.41609388891176;-1.1548102904269;-0.047600780338377;-21.5006056251084;
21.05;-1.41706918451319;-1.15649603938637;-0.0838656009471076;-21.8644497284784;
21.1;-1.33090200338895;-1.05743373972923;-0.0518346667975147;-22.1274339872577;
21.15;-1.36803133691382;-1.08592770066709;-0.175801692913273;-22.5282238098007;
21.2;-1.29176906534914;-1.00345343526826;-0.214264836305952;-22.8279986494552;
21.25;-1.26230083629683;-0.955037259531686;-0.30986644907099;-23.1538953837374;
21.3;-1.28778850179262;-0.954170879783443;-0.471510529446867;-23.505270880057;
21.35;-1.33142901723071;-0.984551871525946;-0.678455284531817;-23.8780415103336;
21.4;-1.30059880699749;-0.941518284750572;-0.823504543855729;-24.1642194877098;
21.45;-1.32085242256671;-0.952548651692461;-1.03136714620923;-24.4955251729893;
21.5;-1.29597568924768;-0.905667125441708;-1.17993894355304;-24.735843150858;
21.55;-1.3928141546521;-0.982975010389617;-1.44622105707073;-25.0697296409158;
21.6;-1.42615822144643;-1.01872776543569;-1.6704519828945;-25.3544181957802;
21.65;-1.37613273302911;-0.97053373527466;-1.80967358134427;-25.5453285547803;
21.7;-1.3755932561927;-0.966020364920882;-1.98951777225146;-25.7649616860545;
21.75;-1.37391168462218;-0.962189238877409;-2.16497151455449;-25.9747342960399;
21.8;-1.35082865656867;-0.935597589178649;-2.31112245403485;-26.1474020646325;
21.85;-1.34311636128322;-0.918992396909478;-2.45883212601231;-26.3087155988191;
21.9;-1.35656381494693;-0.922033560940668;-2.61685518972193;-26.466329783363;
21.95;-1.3708627152184;-0.929965317551065;-2.7688992225195;-26.6080150073936;
22;-1.36373973345367;-0.91641506221624;-2.88670397110259;-26.705493878079;
22.05;-1.37201512884464;-0.92116836828927;-3.00833878325011;-26.8018773637913;
22.1;-1.35015658888003;-0.892108026726994;-3.07986022928622;-26.8386016963652;
22.15;-1.36708480213069;-0.903276049701329;-3.17379183336358;-26.8918157548043;
22.2;-1.34869261575753;-0.878013372455137;-3.21186707615118;-26.8815453346164;
22.25;-1.35686623861406;-0.877394053127951;-3.25467640308219;-26.8676569363606;
22.3;-1.36206682332345;-0.87359595260586;-3.27336851575102;-26.8198452858244;
22.35;-1.37355827178882;-0.876221951274481;-3.27708840224326;-26.7490155493339;
22.4;-1.38619887298919;-0.880336458499522;-3.26090064690632;-26.6490967037096;
22.45;-1.40285550865341;-0.889503033316993;-3.2272745197423;-26.5238810342373;
22.5;-1.41700180339386;-0.897198638484123;-3.16845141923867;-26.3654062109316;
22.55;-1.43149415455258;-0.906214020373137;-3.08531067166774;-26.1758383300443;
22.6;-1.44148179925038;-0.910645755781654;-3.00189098567819;-25.9462408775794;
22.65;-1.45562082542117;-0.919957891489473;-2.93749697315186;-25.6865851987464;
22.7;-1.46237522850114;-0.921151643053333;-2.83529611303691;-25.3805627828544;
22.75;-1.47736756627828;-0.931400633096821;-2.70232511773008;-25.0464020501611;
22.8;-1.47999666044776;-0.93080543951946;-2.54960527184849;-24.6649886790243;
22.85;-1.47541301198277;-0.91959781599455;-2.38818521005245;-24.2313922888298;
22.9;-1.49032214187635;-0.927991204056998;-2.20438128309968;-23.7756582420068;
22.95;-1.4877145217177;-1.05221447211328;-2.22097404407501;-23.7688223917543;
23;-1.50652698615996;-1.20522923742884;-2.36282108695845;-23.9044735303701;
23.05;-1.50721183631714;-1.28892688728431;-2.4454911848177;-23.9855893874519;
23.1;-1.5000619347632;-1.33805878282135;-2.49451063211771;-24.0336146495636;
23.15;-1.51932600234695;-1.39978819363963;-2.55621881489138;-24.0944428612033;
23.2;-1.50567314068079;-1.41816444480939;-2.57458740103184;-24.1122347472346;
23.25;-1.52785613630435;-1.46573302393172;-2.62214530399955;-24.1595042720611;
23.3;-1.49889626758778;-1.45611564681315;-2.6125215490707;-24.1498433482692;
23.35;-1.50648652257003;-1.47886534382328;-2.63526640900447;-24.1727470303845;
23.4;-1.44580411764213;-1.42954986636337;-2.58594867370747;-24.1237283742088;
23.45;-1.43170360377486;-1.42397991608453;-2.58037478537401;-24.1185538269059;
23.5;-1.38006906688444;-1.37829135505289;-2.53468471682296;-24.0733166532424;
23.55;-1.41813641359129;-1.42232131020385;-2.57871101880638;-24.1178844035579;
23.6;-1.51282066423937;-1.52207041966139;-2.67845603949288;-24.218342304098;
23.65;-1.58072883915844;-1.59464429023292;-2.75102511238037;-24.2917885133686;
23.7;-1.50837314448059;-1.52601950214937;-2.68239965846525;-24.2240365391076;
23.75;-1.44090706409843;-1.46085230932036;-2.61723178937633;-24.1596717628121;
23.8;-1.34659007479709;-1.3685948004833;-2.52496880987458;-24.068106746118;
23.85;-1.39109523124003;-1.41467454291896;-2.57105312385609;-24.1149425084104;
23.9;-1.36624527974522;-1.39116437926522;-2.54754681908557;-24.0922058578954;
23.95;-1.40805390438605;-1.43398514556299;-2.59036603368832;-24.1358671241425;
24;-1.42711675803061;-1.45401540709293;-2.61039315582866;-24.1568043658843;
24.05;-1.46124466781279;-1.4889702943703;-2.64534538384416;-24.1927449351959;
24.1;-1.50054419750411;-1.52905002905903;-2.68542677972759;-24.2338925570739;
24.15;-1.45290478539497;-1.48225475500496;-2.63863357962534;-24.1881301270182;
24.2;-1.45985792082949;-1.48941442399805;-2.6457947857799;-24.1963117890544;
24.25;-1.47664512943702;-1.50660715936887;-2.66298573042078;-24.2145643207768;
24.3;-1.47555436517266;-1.50585665427308;-2.66224055303647;-24.2148954631196;
24.35;-1.46517998236266;-1.49578165341495;-2.65216556766519;-24.2058847042896;
24.4;-1.46739213374406;-1.49823462963362;-2.65461502554155;-24.2094004676059;
24.45;-1.45872161967257;-1.48975187972813;-2.64613219902353;-24.2019713271236;
24.5;-1.47097576600784;-1.50217757779294;-2.65855486805151;-24.2154673596905;
24.55;-1.46663979900908;-1.49797837318855;-2.6543540911334;-24.2123454699044;
24.6;-1.47308192209158;-1.50453716614465;-2.66091138520446;-24.2199902603631;
24.65;-1.47958009537339;-1.51112876911569;-2.66750948453981;-24.2276925832922;
24.7;-1.45795324359032;-1.48953231972896;-2.6459136087368;-24.2071724858781;
24.75;-1.46511718335579;-1.49676341561482;-2.65314791866858;-24.2154778635604;
24.8;-1.45845520231117;-1.49015576276893;-2.64653885711955;-24.2099353690912;
24.85;-1.45756692624078;-1.48929569440482;-2.64567891873418;-24.2101360480395;
24.9;-1.46394466878338;-1.49569402824659;-2.65207979761995;-24.2176069841867;
24.95;-1.48071610262603;-1.51251671003014;-2.6689055068301;-24.235534239032;
25;-1.49692984754167;-1.52876386305384;-2.68515149424827;-24.2529166758947;
25.05;-1.5100100983932;-1.54187138551323;-2.69826468623436;-24.2671900116932;
25.1;-1.52658786451539;-1.55847052242736;-2.71486874473229;-24.2849879992659;
25.15;-1.53560602575635;-1.56751435957715;-2.72391391670706;-24.295245523586;
25.2;-1.55177752634367;-1.58370224212829;-2.7400967066072;-24.3126615838599;
25.25;-1.55654350014202;-1.58848905682774;-2.74488360990004;-24.3186883131609;
25.3;-1.55425640791157;-1.58619971359616;-2.74259641780712;-24.3176329915116;
25.35;-1.5723643478501;-1.60433482619983;-2.76073122820146;-24.3370252973368;
25.4;-1.58820360237166;-1.62018609897581;-2.77658027016786;-24.3541580413774;
25.45;-1.5834094960334;-1.61540566851555;-2.77180044287056;-24.3506545098425;
25.5;-1.61990464704291;-1.65187983408449;-2.80826655801696;-24.3884454652502;
25.55;-1.62078861684562;-1.65278380830455;-2.8091680513244;-24.3906756675542;
25.6;-1.63814877600815;-1.67014826988716;-2.82653556312213;-24.4093900727557;
25.65;-1.59959689959596;-1.63161022812682;-2.78799638915152;-24.3721355730066;
25.7;-1.61761399313797;-1.64960192366364;-2.80598267405245;-24.3913976594831;
25.75;-1.59938239248338;-1.63141648522006;-2.787800396714;-24.3744606365546;
25.8;-1.62236297216282;-1.65443704287847;-2.81082368446575;-24.3987511142317;
25.85;-1.5904511605727;-1.62255425546123;-2.77894107154692;-24.3680858743019;
25.9;-1.58477453391536;-1.61678710384569;-2.77317479307079;-24.363502922221;
25.95;-1.53972865873949;-1.57096239675004;-2.72734842154116;-24.3187791816369;
26;-1.59118319906326;-1.62356957835613;-2.77995655975639;-24.3725524980876;
26.05;-1.63109592501874;-1.6632118541134;-2.81959725971815;-24.4134498971822;
26.1;-1.68301227337425;-1.71491447622619;-2.87129791954593;-24.4664974293429;
26.15;-1.61608269781108;-1.64809402493287;-2.80447507788419;-24.4009252967957;
26.2;-1.55297715479975;-1.58461209477437;-2.74099006282919;-24.3385346461034;
26.25;-1.50268805113676;-1.53491981160409;-2.69129241906381;-24.2898240559094;
26.3;-1.59408408707587;-1.62536908272568;-2.78174448862488;-24.3813871533949;
26.35;-1.364435034153;-1.39606905597414;-2.55244775876053;-24.1528847886598;
26.4;-1.49572506529664;-1.52760604886272;-2.68398913829282;-24.2853104397255;
26.45;-1.44816517297585;-1.47975901486835;-2.6361437088816;-24.2383581551217;
26.5;-1.52223673036646;-1.55411409807959;-2.71049670802749;-24.313700682814;
26.55;-1.54846702238253;-1.58018799476212;-2.73656840223946;-24.3408439325866;
26.6;-1.51167739270464;-1.54351986591408;-2.69989985751919;-24.3051949058445;
26.65;-1.48798755479691;-1.51984457642607;-2.67622720073277;-24.2824821146117;
26.7;-1.58628165125188;-1.61814918954125;-2.77453177584012;-24.3818947597537;
26.75;-1.60936351734892;-1.64126339012529;-2.79764747918523;-24.4062145356226;
26.8;-1.58839391806613;-1.62030373311402;-2.77668682250305;-24.3864283349577;
26.85;-1.59742761617833;-1.6293662859189;-2.78575011197715;-24.3966598650473;
26.9;-1.5606429619597;-1.60871923817093;-2.76510399305686;-24.377149840074;
26.95;-1.57579639450747;-1.60873783249082;-2.76511970205309;-24.3782914139539;
27;-1.56090570209332;-1.59318822682158;-2.7495704101004;-24.3638373197811;
27.05;-1.55091413905134;-1.58320223609964;-2.73958136044321;-24.3549205729011;
27.1;-1.56743066445133;-1.59970083633549;-2.75607986431375;-24.3725106122218;
27.15;-1.56248535805001;-1.59476382225965;-2.75114559841508;-24.3686609364817;
27.2;-1.57173310658376;-1.60397718908594;-2.76035569930518;-24.378968434527;
27.25;-1.56670455472497;-1.59894735601085;-2.75532404638479;-24.3750306928291;
27.3;-1.57014969322574;-1.6023680007113;-2.75874111216057;-24.3795408828142;
27.35;-1.5656640024842;-1.59788628827829;-2.75426037756157;-24.3761427761067;
27.4;-1.56333703828446;-1.59551841816965;-2.75189129795022;-24.3748513432446;
27.45;-1.56171915823772;-1.59424965370661;-2.75062041830288;-24.3746538088015;
27.5;-1.55833536515899;-1.59086472188692;-2.74723226136165;-24.3723341948859;
27.55;-1.58741203242611;-1.61994044711636;-2.77630406032481;-24.4025144608945;
27.6;-1.60118152935434;-1.63370517481903;-2.7900683756937;-24.4174212127755;
27.65;-1.61170127357143;-1.6441976319376;-2.80056578074355;-24.4290780560251;
27.7;-1.62744277389507;-1.65993957508844;-2.81631000849683;-24.4460134631722;
27.75;-1.64129475408491;-1.67377392612794;-2.83014764236658;-24.461068443157;
27.8;-1.65671742647301;-1.68918711654704;-2.84556129707389;-24.4777256372333;
27.85;-1.66475967872148;-1.69720862574589;-2.85358294426708;-24.487002631265;
27.9;-1.67932013761681;-1.71172492060015;-2.868101972282;-24.5027978244543;
27.95;-1.68279630296459;-1.71519268968605;-2.8715710299103;-24.5075464867811;
28;-1.69816551042101;-1.7305928112828;-2.88696994232891;-24.5242439867709;
28.05;-1.69728085946733;-1.72966433645626;-2.88604280941737;-24.5246100875865;
28.1;-1.71237729523461;-1.744784434607;-2.90116110026158;-24.5410309811559;
28.15;-1.73517970813278;-1.76761545538139;-2.92399142477829;-24.5652025312826;
28.2;-1.72179954899744;-1.75417304109554;-2.9105469024089;-24.5530791049005;
28.25;-1.71507078159856;-1.74751807007622;-2.90389135497465;-24.5477090103466;
28.3;-1.69209683707252;-1.72447881297959;-2.88085340517861;-24.5259012990258;
28.35;-1.71453874953712;-1.74694075222989;-2.90331687557404;-24.5496068288341;
28.4;-1.70694549035777;-1.7390306014676;-2.89540682988257;-24.5429394435547;
28.45;-1.71519340857497;-1.74755664901442;-2.90393606000248;-24.5527107332913;
28.5;-1.74445154697939;-1.77687113649318;-2.93325277046266;-24.583315722703;
28.55;-1.70676216674566;-1.73915395608286;-2.89553360922272;-24.5468243290584;
28.6;-1.71807523049988;-1.75044456036113;-2.90682872892308;-24.559336460771;
28.65;-1.62981113566709;-1.66166663337634;-2.81805196195966;-24.4716398372833;
28.7;-1.71867443011455;-1.75096297820441;-2.90734393460352;-24.5621089972878;
28.75;-1.70427202587108;-1.73646037188622;-2.89284039346643;-24.548803772444;
28.8;-1.72671961030104;-1.75820226232025;-2.91458250759716;-24.5717562961035;
28.85;-1.78606767864313;-1.8175538940466;-2.9739360862824;-24.6324239301701;
28.9;-1.69931670871688;-1.7309545235079;-2.88733669582575;-24.5470234374533;
28.95;-1.58238644439491;-1.61401575654442;-2.7703920561828;-24.4310319540127;
29;-1.57872023773362;-1.61036315131409;-2.76673874592374;-24.4282642032954;
29.05;-1.59314928354611;-1.62505274737598;-2.78142871378047;-24.4438774942042;
29.1;-1.60042161571906;-1.63236645206073;-2.7887471529378;-24.4521454683972;
29.15;-1.62147575959611;-1.65333521342497;-2.80971508998583;-24.4741017493238;
29.2;-1.6377549720728;-1.66955204345651;-2.8259331352007;-24.4913473838815;
29.25;-1.69566066058292;-1.72753924848245;-2.88391981264518;-24.5504640013604;
29.3;-1.71481920493555;-1.74660493755134;-2.90298989927828;-24.5707183667974;
29.35;-1.67948250478633;-1.71131609824256;-2.86770389458925;-24.53656406101;
29.4;-1.69999962221224;-1.73174360568976;-2.8881283496054;-24.558129719932;
29.45;-1.6799877681512;-1.71171362702536;-2.86810182955591;-24.5392185923403;
29.5;-1.65949646825698;-1.69127661688304;-2.84766632897419;-24.5198532727611;
29.55;-1.66450037292561;-1.69652178845457;-2.85290755687797;-24.5261616586051;
29.6;-1.66015450328573;-1.69227098435116;-2.84865675169265;-24.5229771232864;
29.65;-1.67225191296867;-1.70430179984022;-2.86068884127997;-24.5360914299159;
29.7;-1.66993035808921;-1.70200932932336;-2.85839550329928;-24.5348796734863;
29.75;-1.67593799912941;-1.70795289051774;-2.86433583689471;-24.5419122713089;
29.8;-1.68181889948596;-1.71375776097816;-2.87013642454533;-24.5488157487205;
29.85;-1.65964104927242;-1.6916055875597;-2.84798436431671;-24.5277308519837;
29.9;-1.67338163236812;-1.70529528900305;-2.86167926643036;-24.5424996191821;
29.95;-1.66769147867608;-1.69965066583201;-2.85603980476879;-24.5379237338519;
30;-1.6554573631352;-1.68747235075282;-2.84386370479983;-24.5267906563885;
30.05;-1.67568911643077;-1.7074656225446;-2.86385987834513;-24.5478561269185;
30.1;-1.68747571487309;-1.719973528067;-2.87636888346518;-24.5614691994667;
30.15;-1.70410406675815;-1.73649499942547;-2.89289425133274;-24.5791255378543;
30.2;-1.7160047439968;-1.74834316734911;-2.90474100632825;-24.5921334810205;
30.25;-1.72908672810901;-1.76135056732275;-2.91774811815356;-24.6063200969181;
30.3;-1.74356367601388;-1.77593027885249;-2.93232425699162;-24.6221026869641;
30.35;-1.75250726385073;-1.78482888709217;-2.9412283693316;-24.6322249602326;
30.4;-1.74795012101693;-1.78028314404123;-2.93668343711153;-24.628887761954;
30.45;-1.77037770598979;-1.80269567256537;-2.95909462451255;-24.6525385043057;
30.5;-1.76723039756743;-1.80002813571783;-2.95642449629526;-23.1380048715528;
30.55;-1.78300124168198;-1.69113997596414;-3.05295087154254;-21.6632410330867;
30.6;-1.79678451903487;-1.49668496422299;-3.40659131942501;-20.6971922582241;
30.65;-1.81711612232992;-1.37162178635824;-3.85101241349597;-20.03578472613;
30.7;-1.80456612319492;-1.31844813262637;-4.33524067874797;-19.6107877500175;
30.75;-1.82223036957669;-1.30281832574271;-4.31539737375566;-19.3776510262932;
30.8;-1.8124172612873;-1.27208944699695;-3.5644940999718;-19.2657288417564;
30.85;-1.79954791545545;-1.22461895929363;-2.77094534395875;-19.2393075286455;
30.9;-1.82159628698098;-1.24058453680913;-2.15363490136923;-19.3661767432276;
30.95;-1.79738603539198;-1.20229514617648;-1.59800577792574;-19.508032721162;
31;-1.80158297087672;-1.19663435780604;-1.1779056805233;-19.7431934908601;
31.05;-1.75471077734511;-1.13890864700323;-0.795212105148273;-19.9683398279335;
31.1;-1.74488791563529;-1.11688060229509;-0.525758724942137;-20.2637272238157;
31.15;-1.70457340786312;-1.05369244178767;-0.284234558552761;-20.5331625452908;
31.2;-1.7378973288032;-1.06120946642708;-0.175927276880914;-20.8713493146335;
31.25;-1.80153566977696;-1.1199995992733;-0.173272324116283;-21.2835643962934;
31.3;-1.70750153481349;-1.0235453256439;-0.0608601011990287;-21.553905531343;
31.35;-1.68724520664926;-0.988768620373708;-0.0493278734775717;-21.8838653385712;
31.4;-1.70932158620166;-0.990045148320172;-0.109048239592937;-22.2443575826303;
31.45;-1.74607092050421;-0.980681998219049;-0.189538504042511;-22.5771958825715;
31.5;-1.79069654560126;-1.04240533308953;-0.369374096846464;-22.9865785453253;
31.55;-1.73516524460094;-0.99030904411827;-0.46074523713471;-23.2959607301827;
31.6;-1.69815267153817;-0.948125191488698;-0.582859695226387;-23.6136810063829;
31.65;-1.69908738164312;-0.935483004835455;-0.749823799311371;-23.9485853367616;
31.7;-1.71767168024451;-0.939976051479567;-0.946282928789927;-24.2831988621878;
31.75;-1.74206852500425;-0.952728654267172;-1.16021057811528;-24.6055947937958;
31.8;-1.76966807237448;-0.976999341959261;-1.38465337216299;-24.9281192102498;
31.85;-1.74795592758085;-0.94586459787959;-1.54756536133705;-25.1757482920903;
31.9;-1.78627056235684;-0.978033438747784;-1.77432545625976;-25.4697182774158;
31.95;-1.78546534378858;-0.975402719372717;-1.96631139946687;-25.7161373750619;
32;-1.78082189737753;-0.971237443684521;-2.15473092065518;-25.9499765121079;
32.05;-1.76237641043925;-0.949734673759616;-2.32142642400306;-26.1516035864364;
32.1;-1.76359440248909;-0.945877822114614;-2.50009414400215;-26.3537362982088;
32.15;-1.76756980777662;-0.946544823859149;-2.67566320156978;-26.5457787858476;
32.2;-1.74602195365403;-0.916932764508446;-2.81127690073177;-26.684240348118;
32.25;-1.77026740009125;-0.933871661179744;-2.98219223426119;-26.8461083122048;
32.3;-1.74810526921808;-0.926624911652416;-3.1163926306976;-26.9651844900204;
32.35;-1.75828791574767;-0.911369517966898;-3.23003756573851;-27.0551615674338;
32.4;-1.76856597683238;-0.916932038514481;-3.35067402055446;-27.1451824429627;
32.45;-1.76064807346476;-0.903904071546889;-3.43708054881322;-27.1937976132957;
32.5;-1.76491606769392;-0.90312402652283;-3.51844160236966;-27.2310747634541;
32.55;-1.7577215010545;-0.889656423080561;-3.5677802684912;-27.2302176551563;
32.6;-1.75595918728548;-0.878882958813541;-3.59880369883561;-27.2010329132782;
32.65;-1.76996751673403;-0.880716229684287;-3.62015348371129;-27.1513687871208;
32.7;-1.78475252201717;-0.886244960878485;-3.62192187309254;-27.0706521907998;
32.75;-1.80131664239572;-0.894734447413047;-3.60217995522721;-26.9594544517996;
32.8;-1.81207087483725;-0.900850112806066;-3.55457118341552;-26.814843752617;
32.85;-1.8107951258904;-0.892195382187471;-3.46586411280362;-26.6212000892827;
32.9;-1.83480892507569;-0.907853560576786;-3.37448506465382;-26.4159265391156;
32.95;-1.84138668586385;-0.919985922879712;-3.28326080097791;-26.1744172746658;
33;-1.8537551794822;-0.916802550508573;-3.1915403769502;-25.8820192847597;
33.05;-1.88000834803504;-0.936087252712897;-3.09444407588923;-25.5786888611089;
33.1;-1.88802035924396;-0.938865498993619;-2.9753085395216;-25.2209197734168;
33.15;-1.90514610715351;-0.95496408990782;-2.87266846909819;-24.8390180956193;
33.2;-1.90557355731362;-0.946918653714537;-2.70408281371692;-24.3895746720867;
33.25;-1.92197277549674;-1.09625111672457;-2.76125807012016;-24.418774736439;
33.3;-1.91587155706745;-1.22712730153856;-2.8825697906703;-24.5337122150019;
33.35;-1.93331888458178;-1.33002545266414;-2.98459476837447;-24.6342033597474;
33.4;-1.89372179568939;-1.34628452380899;-3.00076390028496;-24.649432655705;
33.45;-1.91127133605603;-1.40480389350359;-3.05927019748834;-24.7070944247043;
33.5;-1.88952897488215;-1.41409103040929;-3.06855079609378;-24.7158143334331;
33.55;-1.89672605274566;-1.44296444293412;-3.09741958382255;-24.744404482308;
33.6;-1.93709484014477;-1.50556131524337;-3.16001461501516;-24.8069594302983;
33.65;-1.85978280759783;-1.44476645463761;-3.09921872291744;-24.7463170952314;
33.7;-1.89413869603293;-1.51760665743333;-3.17205508380575;-24.8194686534633;
33.75;-1.92188375026486;-1.55307402543489;-3.20752557738308;-24.8554085642971;
33.8;-1.92189229479417;-1.5378442097711;-3.19229570874493;-24.8407504125046;
33.85;-1.81490466620904;-1.43445561049906;-3.08891055627211;-24.7379223738617;
33.9;-1.80117413823912;-1.42649582468351;-3.08095126713005;-24.7305462313124;
33.95;-1.83077419199385;-1.46647421724701;-3.12093251778858;-24.7712035278577;
34;-1.87353776273958;-1.5145480642632;-3.16900455373144;-24.8200679626398;
